"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at La Jolla Pier, California: Latitude 32.9°N Longitude 117.3°W Elevation 10m             "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Baseline data in this file through 30-Apr-2012 from archive dated 11-May-2012 12:14:25    "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
"                                                                                           "
  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm]
1999, 01,   36175, 1999.0411,   369.69,   368.26,     -99.99,   -99.99,     369.69,   368.26
1999, 02,   36206, 1999.1260,   370.80,   368.39,     371.70,   369.29,     370.80,   368.39
1999, 03,   36234, 1999.2027,   372.90,   369.88,     372.34,   369.31,     372.90,   369.88
1999, 04,   36265, 1999.2877,   373.67,   369.81,     373.20,   369.34,     373.67,   369.81
1999, 05,   36295, 1999.3699,   373.64,   369.54,     373.45,   369.35,     373.64,   369.54
1999, 06,   36326, 1999.4548,   371.50,   369.65,     371.19,   369.35,     371.50,   369.65
1999, 07,   36356, 1999.5370,   365.64,   368.21,     366.78,   369.34,     365.64,   368.21
1999, 08,   36387, 1999.6219,   363.65,   369.90,     363.11,   369.35,     363.65,   369.90
1999, 09,   36418, 1999.7068,   362.85,   368.60,     363.61,   369.37,     362.85,   368.60
1999, 10,   36448, 1999.7890,   367.78,   370.22,     366.96,   369.40,     367.78,   370.22
1999, 11,   36479, 1999.8740,   368.16,   368.21,     369.41,   369.45,     368.16,   368.21
1999, 12,   36509, 1999.9562,   -99.99,   -99.99,     370.13,   369.53,     370.13,   369.53
2000, 01,   36540, 2000.0410,   369.96,   368.53,     371.07,   369.64,     369.96,   368.53
2000, 02,   36571, 2000.1257,   372.11,   369.68,     372.20,   369.77,     372.11,   369.68
2000, 03,   36600, 2000.2049,   373.77,   370.70,     372.97,   369.91,     373.77,   370.70
2000, 04,   36631, 2000.2896,   373.44,   369.52,     373.99,   370.08,     373.44,   369.52
2000, 05,   36661, 2000.3716,   374.33,   370.21,     374.37,   370.25,     374.33,   370.21
2000, 06,   36692, 2000.4563,   372.56,   370.76,     372.25,   370.45,     372.56,   370.76
2000, 07,   36722, 2000.5383,   367.76,   370.42,     368.00,   370.66,     367.76,   370.42
2000, 08,   36753, 2000.6230,   364.48,   370.79,     364.57,   370.88,     364.48,   370.79
2000, 09,   36784, 2000.7077,   365.28,   371.06,     365.34,   371.11,     365.28,   371.06
2000, 10,   36814, 2000.7896,   369.15,   371.59,     368.89,   371.33,     369.15,   371.59
2000, 11,   36845, 2000.8743,   372.44,   372.48,     371.49,   371.54,     372.44,   372.48
2000, 12,   36875, 2000.9563,   371.12,   370.51,     372.33,   371.72,     371.12,   370.51
2001, 01,   36906, 2001.0411,   374.60,   373.16,     373.33,   371.89,     374.60,   373.16
2001, 02,   36937, 2001.1260,   374.29,   371.84,     374.49,   372.04,     374.29,   371.84
2001, 03,   36965, 2001.2027,   375.32,   372.26,     375.24,   372.17,     375.32,   372.26
