"-------------------------------------------------------------------------------------------"
" Monthly atmospheric CO2 concentrations (ppm) derived from flask air samples               "
" Baring Head, New Zealand: Latitude 41.4S Longitude 174.9E Elevation 85m                   "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 22-Aug-2017 last updated 15-Dec-2017                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
"                                                                                           "
  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm]
1977, 01,   28140, 1977.0411,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1977, 02,   28171, 1977.1260,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1977, 03,   28199, 1977.2027,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1977, 04,   28230, 1977.2877,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1977, 05,   28260, 1977.3699,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1977, 06,   28291, 1977.4548,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1977, 07,   28321, 1977.5370,   332.75,   332.28,     332.68,   332.22,     332.75,   332.28
1977, 08,   28352, 1977.6219,   -99.99,   -99.99,     333.03,   332.40,     333.03,   332.40
1977, 09,   28383, 1977.7068,   332.55,   332.10,     333.04,   332.59,     332.55,   332.10
1977, 10,   28413, 1977.7890,   332.33,   332.33,     332.77,   332.77,     332.33,   332.33
1977, 11,   28444, 1977.8740,   333.79,   333.91,     332.83,   332.96,     333.79,   333.91
1977, 12,   28474, 1977.9562,   333.32,   333.45,     333.00,   333.13,     333.32,   333.45
1978, 01,   28505, 1978.0411,   333.48,   333.90,     332.87,   333.29,     333.48,   333.90
1978, 02,   28536, 1978.1260,   333.25,   333.71,     332.99,   333.44,     333.25,   333.71
1978, 03,   28564, 1978.2027,   332.89,   333.17,     333.29,   333.57,     332.89,   333.17
1978, 04,   28595, 1978.2877,   -99.99,   -99.99,     333.45,   333.71,     333.45,   333.71
1978, 05,   28625, 1978.3699,   333.23,   333.36,     333.72,   333.84,     333.23,   333.36
1978, 06,   28656, 1978.4548,   333.77,   333.55,     334.21,   333.98,     333.77,   333.55
1978, 07,   28686, 1978.5370,   334.90,   334.44,     334.58,   334.11,     334.90,   334.44
1978, 08,   28717, 1978.6219,   334.11,   333.48,     334.87,   334.25,     334.11,   333.48
1978, 09,   28748, 1978.7068,   335.71,   335.26,     334.82,   334.38,     335.71,   335.26
1978, 10,   28778, 1978.7890,   -99.99,   -99.99,     334.50,   334.50,     334.50,   334.50
1978, 11,   28809, 1978.8740,   334.43,   334.56,     334.51,   334.63,     334.43,   334.56
1978, 12,   28839, 1978.9562,   -99.99,   -99.99,     334.61,   334.75,     334.61,   334.75
1979, 01,   28870, 1979.0411,   333.55,   333.97,     334.45,   334.86,     333.55,   333.97
1979, 02,   28901, 1979.1260,   335.20,   335.65,     334.53,   334.98,     335.20,   335.65
