"-------------------------------------------------------------------------------------------"
" Monthly atmospheric CO2 concentrations (ppm) derived from flask air samples               "
" Station P                                                                                 "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 21-Jun-1981 last updated 15-Dec-2017                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
"                                                                                           "
  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm]
1969, 01,   25218, 1969.0411,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1969, 02,   25249, 1969.1260,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1969, 03,   25277, 1969.2027,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1969, 04,   25308, 1969.2877,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1969, 05,   25338, 1969.3699,   330.18,   325.42,     330.06,   325.31,     330.18,   325.42
1969, 06,   25369, 1969.4548,   328.60,   325.87,     328.03,   325.37,     328.60,   325.87
1969, 07,   25399, 1969.5370,   321.73,   324.54,     322.51,   325.43,     321.73,   324.54
1969, 08,   25430, 1969.6219,   317.92,   325.74,     317.64,   325.49,     317.92,   325.74
1969, 09,   25461, 1969.7068,   319.38,   326.02,     318.99,   325.56,     319.38,   326.02
1969, 10,   25491, 1969.7890,   323.05,   325.51,     323.24,   325.64,     323.05,   325.51
1969, 11,   25522, 1969.8740,   325.58,   325.53,     325.79,   325.72,     325.58,   325.53
1969, 12,   25552, 1969.9562,   326.64,   325.65,     326.82,   325.82,     326.64,   325.65
1970, 01,   25583, 1970.0411,   327.16,   325.56,     327.54,   325.93,     327.16,   325.56
1970, 02,   25614, 1970.1260,   328.50,   326.29,     328.29,   326.07,     328.50,   326.29
1970, 03,   25642, 1970.2027,   328.75,   325.49,     329.48,   326.20,     328.75,   325.49
1970, 04,   25673, 1970.2877,   331.71,   327.27,     330.80,   326.35,     331.71,   327.27
1970, 05,   25703, 1970.3699,   331.32,   326.55,     331.25,   326.48,     331.32,   326.55
1970, 06,   25734, 1970.4548,   328.98,   326.24,     329.28,   326.61,     328.98,   326.24
1970, 07,   25764, 1970.5370,   323.61,   326.43,     323.79,   326.72,     323.61,   326.43
1970, 08,   25795, 1970.6219,   319.69,   327.55,     318.93,   326.82,     319.69,   327.55
1970, 09,   25826, 1970.7068,   320.04,   326.70,     320.29,   326.89,     320.04,   326.70
1970, 10,   25856, 1970.7890,   324.70,   327.16,     324.53,   326.93,     324.70,   327.16
1970, 11,   25887, 1970.8740,   326.78,   326.74,     327.02,   326.95,     326.78,   326.74
1970, 12,   25917, 1970.9562,   327.94,   326.95,     327.96,   326.95,     327.94,   326.95
1971, 01,   25948, 1971.0411,   328.82,   327.21,     328.55,   326.94,     328.82,   327.21
1971, 02,   25979, 1971.1260,   328.79,   326.57,     329.14,   326.92,     328.79,   326.57
