"-------------------------------------------------------------------------------------------"
" Monthly atmospheric CO2 concentrations (ppm) derived from flask air samples and           "
" Pt. Barrow (Flasks), Alasks. 157W 71N                                                     "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 15-Dec-2017 from archive dated 2017-12-15                 "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
"                                                                                           "
  Yr,  Mn,     Date,       Date,      CO2, seasonally,         fit,   seasonally,       CO2,  seasonally
    ,    ,         ,           ,         ,   adjusted,            , adjusted fit,    filled, adjusted filled
    ,    ,    Excel,           ,    [ppm],     [ppm] ,       [ppm],     [ppm],        [ppm],     [ppm]
1961,  01,    22296,  1961.0411,    -99.99,    -99.99,      -99.99,    -99.99,      -99.99,    -99.99
1961,  02,    22327,  1961.1260,    -99.99,    -99.99,      -99.99,    -99.99,      -99.99,    -99.99
1961,  03,    22355,  1961.2027,    -99.99,    -99.99,      -99.99,    -99.99,      -99.99,    -99.99
1961,  04,    22386,  1961.2877,    -99.99,    -99.99,      -99.99,    -99.99,      -99.99,    -99.99
1961,  05,    22416,  1961.3699,    -99.99,    -99.99,      -99.99,    -99.99,      -99.99,    -99.99
1961,  06,    22447,  1961.4548,    -99.99,    -99.99,      -99.99,    -99.99,      -99.99,    -99.99
1967,  10,    24760,  1967.7890,    -99.99,    -99.99,      322.26,    325.20,      322.26,    325.20
1967,  11,    24791,  1967.8740,    -99.99,    -99.99,      325.72,    325.43,      325.72,    325.43
1967,  12,    24821,  1967.9562,    -99.99,    -99.99,      327.76,    325.64,      327.76,    325.64
1968,  01,    24852,  1968.0410,    -99.99,    -99.99,      329.06,    325.85,      329.06,    325.85
1968,  02,    24883,  1968.1257,    -99.99,    -99.99,      329.82,    326.07,      329.82,    326.07
1968,  03,    24912,  1968.2049,    -99.99,    -99.99,      330.05,    326.26,      330.05,    326.26
1968,  04,    24943,  1968.2896,    -99.99,    -99.99,      330.25,    326.46,      330.25,    326.46
1968,  05,    24973,  1968.3716,    -99.99,    -99.99,      330.88,    326.65,      330.88,    326.65
1968,  06,    25004,  1968.4563,    -99.99,    -99.99,      328.99,    326.84,      328.99,    326.84
1968,  07,    25034,  1968.5383,    -99.99,    -99.99,      322.96,    327.03,      322.96,    327.03
1968,  08,    25065,  1968.6230,    -99.99,    -99.99,      318.29,    327.21,      318.29,    327.21
1968,  09,    25096,  1968.7077,    -99.99,    -99.99,      320.12,    327.39,      320.12,    327.39
1968,  10,    25126,  1968.7896,    -99.99,    -99.99,      324.62,    327.56,      324.62,    327.56
1968,  11,    25157,  1968.8743,    -99.99,    -99.99,      328.04,    327.74,      328.04,    327.74
1968,  12,    25187,  1968.9563,    -99.99,    -99.99,      330.05,    327.90,      330.05,    327.90
1969,  01,    25218,  1969.0411,    -99.99,    -99.99,      331.31,    328.06,      331.31,    328.06
1969,  02,    25249,  1969.1260,    -99.99,    -99.99,      332.02,    328.22,      332.02,    328.22
1969,  03,    25277,  1969.2027,    -99.99,    -99.99,      332.20,    328.37,      332.20,    328.37
1969,  04,    25308,  1969.2877,    -99.99,    -99.99,      332.34,    328.52,      332.34,    328.52
